	"DRR357080"	"DRR357081"	"DRR357082"	"DRR357083"	"DRR357084"
"ENSG00000289138"	2.00	6.00	3.00	3.00	5.00
"ENSG00000289139"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289140"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289141"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289142"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289143"	13.59	18.94	16.80	7.78	15.36
"ENSG00000289144"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289145"	1.00	0.00	1.00	0.00	0.00
"ENSG00000289146"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289147"	4.00	4.00	2.00	1.00	4.00
"ENSG00000289148"	12.00	2.00	6.00	5.00	5.00
"ENSG00000289149"	4.00	3.00	1.00	5.00	2.00
"ENSG00000289150"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289151"	7.00	3.00	2.00	4.00	5.00
"ENSG00000289152"	0.00	0.00	1.00	1.00	2.00
"ENSG00000289153"	0.00	0.00	0.00	1.00	0.00
"ENSG00000289154"	27.00	30.00	24.00	26.00	25.00
"ENSG00000289155"	13.00	12.00	14.00	4.00	12.00
"ENSG00000289156"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289157"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289158"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289159"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289160"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289161"	127.00	124.00	70.00	80.00	87.00
"ENSG00000289162"	0.00	2.00	1.00	0.00	1.00
"ENSG00000289163"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289164"	6.00	7.00	5.00	11.00	7.00
"ENSG00000289165"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289166"	1.00	0.00	0.00	0.00	0.00
"ENSG00000289167"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289168"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289169"	0.00	1.00	1.00	0.00	0.00
"ENSG00000289170"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289171"	1.00	1.00	0.00	0.00	1.00
"ENSG00000289172"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289173"	0.00	0.00	0.00	1.00	0.00
"ENSG00000289174"	6.00	5.00	1.00	0.00	2.00
"ENSG00000289175"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289176"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289177"	6.00	11.00	7.00	7.00	6.00
"ENSG00000289178"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289179"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289180"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289181"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289182"	28.00	18.00	17.00	18.00	21.00
"ENSG00000289183"	5.00	5.00	1.00	9.00	6.00
"ENSG00000289184"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289185"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289186"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289187"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289188"	2.00	0.00	2.00	2.00	1.00
"ENSG00000289189"	4.00	1.00	3.00	2.00	6.00
"ENSG00000289190"	7.00	9.00	3.00	1.00	5.00
"ENSG00000289191"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289192"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289193"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289194"	231.00	225.00	145.00	188.00	244.00
"ENSG00000289195"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289196"	4.00	3.00	3.00	3.00	6.00
"ENSG00000289197"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289198"	23.00	26.00	4.00	6.00	14.00
"ENSG00000289199"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289200"	1.00	1.00	0.00	1.00	0.00
"ENSG00000289201"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289202"	4.00	2.00	0.00	1.00	1.00
"ENSG00000289203"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289204"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289205"	0.91	0.00	0.00	0.00	0.00
"ENSG00000289206"	1.00	0.00	0.00	0.00	0.00
"ENSG00000289207"	113.00	92.00	48.00	51.00	101.00
"ENSG00000289208"	1.00	0.00	1.00	0.00	0.00
"ENSG00000289209"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289210"	5.00	3.00	4.00	2.00	2.00
"ENSG00000289211"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289212"	1.00	2.00	0.00	0.00	2.00
"ENSG00000289213"	4.00	6.00	5.00	11.00	15.00
"ENSG00000289214"	1.00	0.00	0.00	0.00	0.00
"ENSG00000289215"	0.00	1.00	0.00	0.00	0.00
"ENSG00000289216"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289217"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289218"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289219"	0.00	0.00	1.00	0.00	0.00
"ENSG00000289220"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289221"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289222"	12.00	11.00	9.00	11.00	15.00
"ENSG00000289223"	11.00	11.00	4.00	2.00	9.00
"ENSG00000289224"	0.00	0.00	1.00	0.00	1.01
"ENSG00000289225"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289226"	29.00	22.00	25.00	21.00	34.00
"ENSG00000289227"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289228"	4.06	1.00	0.00	1.77	0.00
"ENSG00000289229"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289230"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289231"	0.00	0.00	0.00	1.00	0.00
"ENSG00000289232"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289233"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289234"	117.00	108.00	138.00	138.00	184.00
"ENSG00000289235"	1.00	2.00	0.00	0.00	0.00
"ENSG00000289236"	1.00	2.00	3.00	6.00	5.00
"ENSG00000289237"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289238"	23.00	18.00	11.00	13.00	13.00
"ENSG00000289239"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289241"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289242"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289243"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289244"	2.00	4.00	1.00	1.00	2.00
"ENSG00000289245"	0.00	2.00	0.00	0.00	1.00
"ENSG00000289246"	1.00	0.00	0.00	0.00	0.00
"ENSG00000289247"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289248"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289249"	1.00	0.00	0.00	0.00	0.00
"ENSG00000289250"	3.00	2.00	1.00	1.00	2.00
"ENSG00000289251"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289252"	2.00	1.00	0.00	0.00	1.00
"ENSG00000289253"	0.00	1.00	1.00	1.00	2.00
"ENSG00000289254"	0.00	1.35	1.00	1.00	2.00
"ENSG00000289255"	0.00	1.00	3.00	2.00	1.00
"ENSG00000289256"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289257"	0.00	2.00	0.00	1.00	1.00
"ENSG00000289258"	0.00	2.28	0.00	0.00	0.00
"ENSG00000289259"	0.00	0.00	0.00	1.00	0.00
"ENSG00000289260"	3.00	4.00	6.00	4.00	1.00
"ENSG00000289261"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289262"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289263"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289264"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289265"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289266"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289267"	0.00	1.00	0.00	1.00	0.00
"ENSG00000289268"	28.00	45.01	46.00	43.01	72.04
"ENSG00000289269"	2.00	3.00	2.00	0.00	2.00
"ENSG00000289270"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289271"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289272"	3.05	4.00	1.00	3.00	8.61
"ENSG00000289273"	1.00	0.00	0.00	1.00	0.00
"ENSG00000289274"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289275"	9.00	9.00	8.00	9.00	10.00
"ENSG00000289276"	2.00	0.00	0.00	0.00	0.00
"ENSG00000289277"	22.00	16.00	14.00	14.00	11.00
"ENSG00000289278"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289279"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289280"	0.00	1.00	1.00	0.00	3.00
"ENSG00000289281"	2.00	5.00	5.00	4.00	6.00
"ENSG00000289282"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289283"	2.00	4.00	2.00	0.00	2.00
"ENSG00000289284"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289285"	42.00	43.00	25.00	25.00	35.00
"ENSG00000289286"	1.00	1.00	0.00	0.00	0.00
"ENSG00000289287"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289288"	1.00	0.00	0.00	0.00	3.00
"ENSG00000289289"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289290"	2.00	1.00	0.00	0.00	3.00
"ENSG00000289291"	14.00	12.00	6.00	12.00	10.00
"ENSG00000289292"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289293"	41.00	49.00	34.00	25.00	40.00
"ENSG00000289294"	47.00	47.00	36.00	29.00	43.00
"ENSG00000289295"	11.12	9.00	8.00	10.00	15.00
"ENSG00000289296"	0.00	6.00	1.00	3.00	6.00
"ENSG00000289297"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289298"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289299"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289300"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289301"	1.00	1.00	2.00	0.00	4.00
"ENSG00000289302"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289303"	1.00	3.00	0.00	2.00	1.00
"ENSG00000289304"	4.00	5.00	4.00	4.00	3.00
"ENSG00000289305"	0.00	2.00	1.00	0.00	1.00
"ENSG00000289306"	2.00	2.00	1.00	4.10	5.00
"ENSG00000289307"	9.00	7.00	8.00	6.00	8.00
"ENSG00000289308"	15.40	15.77	9.11	11.11	15.10
"ENSG00000289309"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289310"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289311"	3.00	5.00	3.00	1.00	6.00
"ENSG00000289312"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289313"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289314"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289315"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289316"	735.33	722.30	825.05	936.94	1087.43
"ENSG00000289317"	3.00	0.00	0.00	2.00	2.00
"ENSG00000289318"	29.71	50.11	40.40	30.95	43.36
"ENSG00000289319"	0.00	0.00	0.00	1.00	2.00
"ENSG00000289320"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289321"	2.00	0.00	0.00	1.00	1.00
"ENSG00000289322"	2.00	1.00	1.00	1.00	1.00
"ENSG00000289323"	0.00	1.00	0.00	0.00	0.00
"ENSG00000289324"	1.00	3.00	0.00	0.00	3.00
"ENSG00000289325"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289326"	0.00	1.00	2.00	1.00	2.00
"ENSG00000289327"	0.00	0.00	1.00	1.00	0.00
"ENSG00000289328"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289329"	1.00	0.00	0.00	0.00	1.00
"ENSG00000289330"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289331"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289332"	0.00	1.00	0.00	0.00	0.00
"ENSG00000289333"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289334"	4.00	5.00	1.00	4.00	3.00
"ENSG00000289335"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289336"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289337"	4.00	6.00	11.00	9.00	15.00
"ENSG00000289338"	0.00	1.00	0.00	0.00	1.00
"ENSG00000289339"	5.00	2.00	3.00	8.00	2.00
"ENSG00000289340"	1.00	4.00	0.00	0.00	3.00
"ENSG00000289341"	0.00	2.00	1.00	0.00	1.00
"ENSG00000289342"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289343"	1.00	0.00	0.00	0.00	0.00
"ENSG00000289344"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289345"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289346"	17.40	14.97	8.02	7.40	18.37
"ENSG00000289347"	4.00	3.00	4.00	4.00	6.00
"ENSG00000289348"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289349"	0.00	1.01	1.01	0.00	0.00
"ENSG00000289350"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289351"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289352"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289353"	71.04	64.01	44.00	58.00	66.98
"ENSG00000289354"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289355"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289356"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289357"	43.00	50.00	19.00	22.00	40.00
"ENSG00000289358"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289359"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289360"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289361"	8.00	2.00	4.00	3.00	3.00
"ENSG00000289362"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289363"	0.00	0.00	0.82	0.00	0.00
"ENSG00000289364"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289365"	0.00	0.00	2.00	1.00	2.00
"ENSG00000289366"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289367"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289368"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289369"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289370"	3.00	1.00	2.00	1.00	2.00
"ENSG00000289371"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289372"	1.00	7.00	4.99	6.00	1.00
"ENSG00000289373"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289374"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289375"	5.00	4.00	2.00	0.00	3.00
"ENSG00000289376"	2.00	0.00	2.00	0.00	0.00
"ENSG00000289377"	0.00	1.00	0.00	0.00	0.00
"ENSG00000289378"	25.00	33.00	21.00	20.00	28.00
"ENSG00000289379"	1.00	0.00	0.00	1.00	0.00
"ENSG00000289380"	1.00	4.00	0.00	2.00	3.00
"ENSG00000289381"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289382"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289383"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289384"	3.00	4.00	2.00	10.00	9.00
"ENSG00000289385"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289386"	5.00	4.00	1.00	2.00	3.00
"ENSG00000289387"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289388"	1.00	0.00	1.00	1.00	0.00
"ENSG00000289389"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289390"	8.00	4.00	3.00	9.00	6.00
"ENSG00000289391"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289392"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289393"	11.00	16.00	4.00	8.00	13.00
"ENSG00000289394"	0.00	0.00	1.00	0.00	2.00
"ENSG00000289395"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289396"	22.00	21.00	8.00	20.00	28.00
"ENSG00000289397"	0.00	1.00	0.00	0.00	0.00
"ENSG00000289398"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289399"	1.00	1.00	2.00	0.00	2.00
"ENSG00000289400"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289401"	9.00	7.00	4.00	1.00	11.00
"ENSG00000289402"	16.00	9.00	7.00	9.00	6.00
"ENSG00000289403"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289404"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289405"	79.00	70.00	49.00	52.00	103.00
"ENSG00000289406"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289407"	9.00	12.00	4.00	2.00	10.00
"ENSG00000289408"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289409"	0.00	0.00	1.00	0.00	0.00
"ENSG00000289410"	1.00	4.00	6.00	4.00	6.00
"ENSG00000289411"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289412"	2.00	1.00	3.00	2.00	4.00
"ENSG00000289413"	1.00	4.00	1.00	1.00	1.00
"ENSG00000289414"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289415"	1.00	1.00	0.00	3.00	3.00
"ENSG00000289417"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289418"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289419"	0.00	0.00	1.00	1.00	1.00
"ENSG00000289420"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289421"	2.00	1.00	1.00	1.00	1.00
"ENSG00000289422"	0.00	0.00	6.00	2.00	2.00
"ENSG00000289423"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289424"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289425"	1.00	0.00	0.00	1.00	0.00
"ENSG00000289426"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289427"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289428"	3.00	5.00	3.00	5.00	7.00
"ENSG00000289429"	5.00	4.00	3.00	4.00	7.00
"ENSG00000289430"	1.00	0.00	0.00	0.00	1.00
"ENSG00000289431"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289432"	3.00	2.00	1.00	3.00	2.00
"ENSG00000289433"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289434"	1.00	0.00	1.00	1.00	0.00
"ENSG00000289435"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289436"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289437"	3.00	5.00	4.00	2.00	6.00
"ENSG00000289438"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289439"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289440"	28.00	28.00	23.00	24.00	35.00
"ENSG00000289441"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289442"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289443"	2.00	0.00	0.00	0.00	0.00
"ENSG00000289444"	218.66	222.86	154.12	145.59	256.09
"ENSG00000289445"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289446"	0.00	1.00	0.00	0.00	3.00
"ENSG00000289447"	2.00	1.00	0.00	3.00	1.00
"ENSG00000289448"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289449"	2.00	2.00	1.00	1.00	2.00
"ENSG00000289450"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289451"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289452"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289453"	4.00	0.00	1.00	0.00	4.00
"ENSG00000289454"	0.00	1.00	0.00	0.00	0.00
"ENSG00000289455"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289456"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289457"	6.00	0.00	1.00	2.00	1.00
"ENSG00000289458"	0.00	1.00	0.00	0.00	0.00
"ENSG00000289459"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289460"	1.00	2.00	0.00	1.00	1.00
"ENSG00000289461"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289462"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289463"	18.00	14.00	9.00	12.00	26.00
"ENSG00000289464"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289465"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289466"	0.00	1.00	0.00	0.00	0.00
"ENSG00000289467"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289468"	2.00	5.00	1.00	2.00	2.00
"ENSG00000289469"	12.00	17.00	13.00	10.00	24.00
"ENSG00000289470"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289471"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289472"	0.00	1.00	0.00	1.00	3.00
"ENSG00000289473"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289474"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289475"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289476"	4.00	1.00	2.00	0.00	2.00
"ENSG00000289477"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289478"	2.00	0.00	0.00	1.00	0.00
"ENSG00000289479"	140.05	146.35	131.11	139.36	206.23
"ENSG00000289480"	4.00	2.00	2.00	2.00	1.00
"ENSG00000289481"	0.00	0.00	1.00	0.00	1.00
"ENSG00000289482"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289483"	1.00	0.00	0.00	1.00	0.00
"ENSG00000289484"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289485"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289486"	35.00	42.00	27.00	28.00	37.00
"ENSG00000289487"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289488"	1.00	0.00	1.00	0.00	1.00
"ENSG00000289489"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289490"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289491"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289492"	0.00	0.00	2.00	0.00	2.00
"ENSG00000289493"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289494"	31.00	19.00	26.00	32.00	39.00
"ENSG00000289495"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289496"	9.00	11.00	3.00	4.00	2.00
"ENSG00000289497"	3.00	5.00	3.00	4.00	3.00
"ENSG00000289498"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289499"	5.00	9.00	6.00	7.00	7.00
"ENSG00000289500"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289501"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289502"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289503"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289504"	17.00	23.00	14.00	14.00	14.00
"ENSG00000289505"	1.00	0.00	0.00	0.00	0.00
"ENSG00000289506"	5.00	5.00	3.00	6.00	2.00
"ENSG00000289507"	6.00	10.00	5.00	4.00	8.00
"ENSG00000289508"	0.00	0.00	1.00	0.00	1.00
"ENSG00000289509"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289510"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289511"	22.63	36.30	27.27	21.67	35.63
"ENSG00000289512"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289513"	144.00	99.00	54.00	55.00	67.00
"ENSG00000289514"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289515"	11.00	11.00	5.00	11.00	12.00
"ENSG00000289516"	2.00	3.00	5.00	1.00	6.00
"ENSG00000289517"	0.00	0.00	0.00	5.69	40.09
"ENSG00000289518"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289519"	7.00	3.00	6.00	2.00	4.00
"ENSG00000289520"	14.00	17.00	7.00	10.00	13.00
"ENSG00000289521"	3.00	2.00	0.00	0.00	6.00
"ENSG00000289522"	0.00	0.00	1.00	1.00	2.00
"ENSG00000289523"	9.00	15.00	6.00	9.00	19.00
"ENSG00000289524"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289525"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289526"	3.00	1.00	2.00	2.00	5.00
"ENSG00000289527"	11.00	6.00	7.00	4.00	7.59
"ENSG00000289528"	1.00	0.00	1.00	0.00	3.00
"ENSG00000289529"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289530"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289531"	3.00	2.00	1.00	0.00	2.00
"ENSG00000289532"	7.00	6.00	8.00	4.00	8.00
"ENSG00000289533"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289534"	0.00	0.00	1.00	0.00	0.00
"ENSG00000289535"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289536"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289537"	7.00	7.00	2.00	9.00	7.00
"ENSG00000289538"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289539"	0.00	2.00	1.00	2.00	0.00
"ENSG00000289540"	3.00	0.00	1.00	3.00	2.00
"ENSG00000289541"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289543"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289544"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289545"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289546"	4.00	6.00	3.00	7.00	6.00
"ENSG00000289547"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289548"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289549"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289550"	3.00	3.00	0.00	2.00	1.00
"ENSG00000289551"	1.00	0.00	1.00	1.00	1.00
"ENSG00000289552"	4.00	1.00	2.00	2.00	2.00
"ENSG00000289553"	17.00	23.00	8.00	7.00	13.00
"ENSG00000289554"	11.01	16.01	12.00	17.00	22.00
"ENSG00000289555"	3.00	6.00	2.00	2.00	1.00
"ENSG00000289556"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289557"	0.00	0.00	1.00	0.00	0.00
"ENSG00000289558"	13.00	13.00	4.00	6.00	11.00
"ENSG00000289559"	15.00	16.00	9.00	12.00	12.00
"ENSG00000289560"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289561"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289562"	40.00	44.00	33.00	41.00	49.00
"ENSG00000289563"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289564"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289565"	4.89	1.96	5.10	9.48	6.18
"ENSG00000289566"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289567"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289568"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289569"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289570"	0.00	0.00	1.00	0.00	0.00
"ENSG00000289571"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289572"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289573"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289574"	8.00	7.00	6.00	3.00	12.00
"ENSG00000289575"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289576"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289577"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289578"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289579"	14.00	20.00	2.00	3.00	9.00
"ENSG00000289580"	0.00	2.00	2.00	3.00	3.00
"ENSG00000289581"	0.00	0.00	0.00	0.00	1.00
"ENSG00000289582"	0.00	1.00	0.00	0.00	0.00
"ENSG00000289583"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289584"	13.00	13.00	8.00	4.00	17.00
"ENSG00000289585"	5.00	5.00	1.00	4.00	1.00
"ENSG00000289586"	36.00	33.00	28.00	40.00	44.00
"ENSG00000289587"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289588"	0.00	0.00	0.00	0.00	0.00
"ENSG00000289589"	8.00	5.00	6.00	8.00	7.00
"ENSG00000289590"	0.00	0.00	0.00	0.00	0.00
